"","ANIMAL_ID","AGE","FEED_INTAKE","WEIGHT_NA","WEIGHT","CFI"
"1","5070",69,1.916,25,25,1.916
"2","5070",70,1.947,NA,NA,3.863
"3","5070",71,1.337,NA,NA,5.2
"4","5070",72,2.696,NA,NA,7.896
"5","5070",73,1.945,NA,NA,9.841
"6","5070",74,2.592,NA,NA,12.433
"7","5070",75,2.56,NA,NA,14.993
"8","5070",76,3.223,29,29,18.216
"9","5070",77,2.499,NA,NA,20.715
"10","5070",78,3.411,NA,NA,24.126
"11","5070",79,2.283,NA,NA,26.409
"12","5070",80,3.635,NA,NA,30.044
"13","5070",81,3.123,NA,NA,33.167
"14","5070",82,2.93,NA,NA,36.097
"15","5070",83,2.431,32,32,38.528
"16","5070",84,2.342,NA,NA,40.87
"17","5070",85,2.566,NA,NA,43.436
"18","5070",86,1.423,NA,NA,44.859
"19","5070",87,3.997,NA,NA,48.856
"20","5070",88,2.213,NA,NA,51.069
"21","5070",89,2.678,NA,NA,53.747
"22","5070",90,3.344,38,38,57.091
"23","5070",91,2.758,NA,NA,59.849
"24","5070",92,2.024,NA,NA,61.873
"25","5070",93,3.994,NA,NA,65.867
"26","5070",94,3.956,NA,NA,69.823
"27","5070",95,2.82,NA,NA,72.643
"28","5070",96,2.373,NA,NA,75.016
"29","5070",97,2.868,NA,NA,77.884
"30","5070",98,3.507,NA,NA,81.391
"31","5070",99,3.053,NA,NA,84.444
"32","5070",100,2.166,NA,NA,86.61
"33","5070",101,2.894,NA,NA,89.504
"34","5070",102,1.94,NA,NA,91.444
"35","5070",103,2.688,NA,NA,94.132
"36","5070",104,4.628,43,43,98.76
"37","5070",105,3.117,NA,NA,101.877
"38","5070",106,2.245,NA,NA,104.122
"39","5070",107,2.16,NA,NA,106.282
"40","5070",108,3.405,NA,NA,109.687
"41","5070",109,2.85,NA,NA,112.537
"42","5070",110,2.427,NA,NA,114.964
"43","5070",111,2.629,46,46,117.593
"44","5070",112,2.417,NA,NA,120.01
"45","5070",113,2.313,NA,NA,122.323
"46","5070",114,3.591,NA,NA,125.914
"47","5070",115,2.744,NA,NA,128.658
"48","5070",116,2.225,NA,NA,130.883
"49","5070",117,2.381,NA,NA,133.264
"50","5070",118,1.587,48,48,134.851
"51","5070",119,1.339,NA,NA,136.19
"52","5070",120,1.525,NA,NA,137.715
"53","5070",121,1.772,NA,NA,139.487
"54","5070",122,2.102,NA,NA,141.589
"55","5070",123,2.146,NA,NA,143.735
"56","5070",124,1.24,NA,NA,144.975
"57","5070",125,2.683,54,54,147.658
"58","5070",126,1.543,NA,NA,149.201
"59","5070",127,2.327,NA,NA,151.528
"60","5070",128,1.866,NA,NA,153.394
"61","5070",129,1.219,NA,NA,154.613
"62","5070",130,2.263,NA,NA,156.876
"63","5070",131,1.876,NA,NA,158.752
"64","5070",132,2.149,NA,NA,160.901
"65","5070",133,2.348,62,62,163.249
"66","5070",134,2.182,NA,NA,165.431
"67","5070",135,2.194,NA,NA,167.625
"68","5070",136,2.747,NA,NA,170.372
"69","5070",137,1.583,NA,NA,171.955
"70","5070",138,1.943,NA,NA,173.898
"71","5070",139,2.661,NA,NA,176.559
"72","5070",140,2.535,68,68,179.094
"73","5070",141,1.383,NA,NA,180.477
"74","5070",142,2.541,NA,NA,183.018
"75","5070",143,1.084,NA,NA,184.102
"76","5070",144,2.478,NA,NA,186.58
"77","5070",145,2.012,NA,NA,188.592
"78","5070",146,1.632,72,72,190.224
"79","5070",147,2.106,NA,NA,192.33
"80","5070",148,0.892,NA,NA,193.222
"81","5070",149,2.528,NA,NA,195.75
"82","5070",150,1.769,NA,NA,197.519
"83","5070",151,1.918,NA,NA,199.437
"84","5070",152,1.739,NA,NA,201.176
"85","5070",153,2.086,78,78,203.262
"86","5070",154,1.254,NA,NA,204.516
"87","5070",155,2.123,NA,NA,206.639
"88","5070",156,2.791,NA,NA,209.43
"89","5070",157,1.606,NA,NA,211.036
"90","5070",158,3.127,NA,NA,214.163
"91","5070",159,2.916,NA,NA,217.079
"92","5070",160,2.758,86,86,219.837
"93","5070",161,2.07,NA,NA,221.907
"94","5070",162,2.619,NA,NA,224.526
"95","5070",163,3.03,NA,NA,227.556
"96","5070",164,3.557,NA,NA,231.113
"97","5070",165,2.349,NA,NA,233.462
"98","5070",166,3.37,NA,NA,236.832
"99","5070",167,2.728,93,93,239.56
"100","5070",168,2.566,NA,NA,242.126
"101","5070",169,2.795,NA,NA,244.921
"102","5070",170,2.597,NA,NA,247.518
"103","5070",171,2.881,NA,NA,250.399
"104","5070",172,3.383,NA,NA,253.782
"105","5070",173,2.506,NA,NA,256.288
"106","5070",174,2.932,101,101,259.22
"107","5070",175,2.431,NA,NA,261.651
"108","5070",176,2.363,NA,NA,264.014
"109","5070",177,2.117,NA,NA,266.131
"110","5070",178,3.985,NA,NA,270.116
"111","5070",180,1.424,NA,NA,271.54
"112","5070",181,2.658,103,103,274.198
"113","5070",182,3.11,NA,NA,277.308
"114","5070",183,2.604,NA,NA,279.912
"115","5070",184,1.696,NA,NA,281.608
"116","5071",69,2.483,22,22,2.483
"117","5071",70,2.35,NA,NA,4.833
"118","5071",71,2.504,NA,NA,7.337
"119","5071",72,2.218,NA,NA,9.555
"120","5071",73,1.983,NA,NA,11.538
"121","5071",74,2.53,NA,NA,14.068
"122","5071",75,1.485,NA,NA,15.553
"123","5071",76,2.177,25,25,17.73
"124","5071",77,2.393,NA,NA,20.123
"125","5071",78,3.045,NA,NA,23.168
"126","5071",79,2.721,NA,NA,25.889
"127","5071",80,2.61,NA,NA,28.499
"128","5071",81,3.427,NA,NA,31.926
"129","5071",82,1.888,NA,NA,33.814
"130","5071",83,2.016,30,30,35.83
"131","5071",84,2.871,NA,NA,38.701
"132","5071",85,2.362,NA,NA,41.063
"133","5071",86,3.137,NA,NA,44.2
"134","5071",87,2.944,NA,NA,47.144
"135","5071",88,3.153,NA,NA,50.297
"136","5071",89,2.425,NA,NA,52.722
"137","5071",90,3.253,35,35,55.975
"138","5071",91,3.186,NA,NA,59.161
"139","5071",92,2.21,NA,NA,61.371
"140","5071",93,3.014,NA,NA,64.385
"141","5071",94,3.433,NA,NA,67.818
"142","5071",95,2.175,NA,NA,69.993
"143","5071",96,2.625,NA,NA,72.618
"144","5071",97,2.358,40,40,74.976
"145","5071",98,2.815,NA,NA,77.791
"146","5071",99,3.513,NA,NA,81.304
"147","5071",100,2.33,NA,NA,83.634
"148","5071",101,2.888,NA,NA,86.522
"149","5071",102,3.148,NA,NA,89.67
"150","5071",103,2.509,NA,NA,92.179
"151","5071",104,3.006,45,45,95.185
"152","5071",105,2.359,NA,NA,97.544
"153","5071",106,2.505,NA,NA,100.049
"154","5071",107,2.727,NA,NA,102.776
"155","5071",108,3.15,NA,NA,105.926
"156","5071",109,2.123,NA,NA,108.049
"157","5071",110,3.612,NA,NA,111.661
"158","5071",111,2.871,48,48,114.532
"159","5071",112,2.894,NA,NA,117.426
"160","5071",113,2.636,NA,NA,120.062
"161","5071",114,3.781,NA,NA,123.843
"162","5071",115,2.989,NA,NA,126.832
"163","5071",116,3.478,NA,NA,130.31
"164","5071",117,2.864,NA,NA,133.174
"165","5071",118,1.494,53,53,134.668
"166","5071",119,1.703,NA,NA,136.371
"167","5071",120,1.974,NA,NA,138.345
"168","5071",121,2.969,NA,NA,141.314
"169","5071",122,1.75,NA,NA,143.064
"170","5071",123,1.504,NA,NA,144.568
"171","5071",124,2.265,NA,NA,146.833
"172","5071",125,1.803,59,59,148.636
"173","5071",126,2.671,NA,NA,151.307
"174","5071",127,2.305,NA,NA,153.612
"175","5071",128,1.603,NA,NA,155.215
"176","5071",129,1.626,NA,NA,156.841
"177","5071",130,2.523,NA,NA,159.364
"178","5071",131,1.831,NA,NA,161.195
"179","5071",132,1.724,NA,NA,162.919
"180","5071",133,1.677,65,65,164.596
"181","5071",134,2.242,NA,NA,166.838
"182","5071",135,2.419,NA,NA,169.257
"183","5071",136,1.658,NA,NA,170.915
"184","5071",137,2.449,NA,NA,173.364
"185","5071",138,1.7,NA,NA,175.064
"186","5071",139,2.418,NA,NA,177.482
"187","5071",140,2.59,73,73,180.072
"188","5071",141,2.251,NA,NA,182.323
"189","5071",142,1.77,NA,NA,184.093
"190","5071",143,2.16,NA,NA,186.253
"191","5071",144,1.904,NA,NA,188.157
"192","5071",145,1.541,NA,NA,189.698
"193","5071",146,0.451,75,75,190.149
"194","5071",147,1.365,NA,NA,191.514
"195","5071",148,0.797,NA,NA,192.311
"196","5071",149,2.552,NA,NA,194.863
"197","5071",150,3.093,NA,NA,197.956
"198","5071",151,2.515,NA,NA,200.471
"199","5071",152,3.161,NA,NA,203.632
"200","5071",153,2.435,82,82,206.067
"201","5071",154,2.664,NA,NA,208.731
"202","5071",155,3.146,NA,NA,211.877
"203","5071",156,1.744,NA,NA,213.621
"204","5071",157,3.092,NA,NA,216.713
"205","5071",158,2.824,NA,NA,219.537
"206","5071",159,2.64,NA,NA,222.177
"207","5071",160,2.272,87,87,224.449
"208","5071",161,3.267,NA,NA,227.716
"209","5071",162,2.672,NA,NA,230.388
"210","5071",163,2.392,NA,NA,232.78
"211","5071",164,2.806,NA,NA,235.586
"212","5071",165,3.056,NA,NA,238.642
"213","5071",166,1.833,NA,NA,240.475
"214","5071",167,2.987,94,94,243.462
"215","5071",168,2.905,NA,NA,246.367
"216","5071",169,3.396,NA,NA,249.763
"217","5071",170,2.954,NA,NA,252.717
"218","5071",171,1.224,NA,NA,253.941
"219","5071",172,3.044,NA,NA,256.985
"220","5071",173,2.999,NA,NA,259.984
"221","5071",174,2.436,102,102,262.42
"222","5071",175,1.488,NA,NA,263.908
"223","5071",176,2.826,NA,NA,266.734
"224","5071",177,2.423,NA,NA,269.157
"225","5071",178,3.055,NA,NA,272.212
"226","5071",179,1.362,NA,NA,273.574
"227","5071",180,2.202,NA,NA,275.776
"228","5071",181,2.462,106,106,278.238
"229","5071",182,2.567,NA,NA,280.805
"230","5071",183,3.424,NA,NA,284.229
"231","5071",184,2.05,NA,NA,286.279
"232","5072",69,0.613,24,24,0.613
"233","5072",70,0.285,NA,NA,0.898
"234","5072",71,0.245,NA,NA,1.143
"235","5072",72,0.272,NA,NA,1.415
"236","5072",73,0.352,NA,NA,1.767
"237","5072",74,0.732,NA,NA,2.499
"238","5072",75,0.388,NA,NA,2.887
"239","5072",76,1.178,27,27,4.065
"240","5072",77,0.885,NA,NA,4.95
"241","5072",78,1.016,NA,NA,5.966
"242","5072",79,1.184,NA,NA,7.15
"243","5072",80,1.096,NA,NA,8.246
"244","5072",81,1.192,NA,NA,9.438
"245","5072",82,1.365,NA,NA,10.803
"246","5072",83,1.335,31,31,12.138
"247","5072",84,1.211,NA,NA,13.349
"248","5072",85,1.42,NA,NA,14.769
"249","5072",86,1.099,NA,NA,15.868
"250","5072",87,1.394,NA,NA,17.262
"251","5072",88,1.267,NA,NA,18.529
"252","5072",89,1.713,NA,NA,20.242
"253","5072",90,1.292,36,36,21.534
"254","5072",91,1.892,NA,NA,23.426
"255","5072",92,1.814,NA,NA,25.24
"256","5072",93,1.598,NA,NA,26.838
"257","5072",94,1.625,NA,NA,28.463
"258","5072",95,1.818,NA,NA,30.281
"259","5072",96,1.866,NA,NA,32.147
"260","5072",97,1.907,NA,NA,34.054
"261","5072",98,1.91,NA,NA,35.964
"262","5072",99,2.339,NA,NA,38.303
"263","5072",100,2.156,NA,NA,40.459
"264","5072",101,1.815,NA,NA,42.274
"265","5072",102,1.726,NA,NA,44
"266","5072",103,2.186,NA,NA,46.186
"267","5072",104,2.043,47,47,48.229
"268","5072",105,2.281,NA,NA,50.51
"269","5072",106,2.119,NA,NA,52.629
"270","5072",107,2.334,NA,NA,54.963
"271","5072",108,2.177,NA,NA,57.14
"272","5072",109,2.253,NA,NA,59.393
"273","5072",110,2.13,NA,NA,61.523
"274","5072",111,2.169,53,53,63.692
"275","5072",112,2.291,NA,NA,65.983
"276","5072",113,2.526,NA,NA,68.509
"277","5072",114,1.952,NA,NA,70.461
"278","5072",115,2.602,NA,NA,73.063
"279","5072",116,2.526,NA,NA,75.589
"280","5072",117,1.968,NA,NA,77.557
"281","5072",118,1.172,57,57,78.729
"282","5072",119,1.034,NA,NA,79.763
"283","5072",120,1.42,NA,NA,81.183
"284","5072",121,1.916,NA,NA,83.099
"285","5072",122,1.644,NA,NA,84.743
"286","5072",123,1.909,NA,NA,86.652
"287","5072",124,2.266,NA,NA,88.918
"288","5072",125,2.445,63,63,91.363
"289","5072",126,2.877,NA,NA,94.24
"290","5072",127,2.295,NA,NA,96.535
"291","5072",128,2.674,NA,NA,99.209
"292","5072",129,2.549,NA,NA,101.758
"293","5072",130,2.307,NA,NA,104.065
"294","5072",131,3.165,NA,NA,107.23
"295","5072",132,2.746,NA,NA,109.976
"296","5072",133,2.803,71,71,112.779
"297","5072",134,3.029,NA,NA,115.808
"298","5072",135,2.822,NA,NA,118.63
"299","5072",136,2.357,NA,NA,120.987
"300","5072",137,2.385,NA,NA,123.372
"301","5072",138,1.88,NA,NA,125.252
"302","5072",139,2.795,NA,NA,128.047
"303","5072",140,2.336,78,78,130.383
"304","5072",141,2.415,NA,NA,132.798
"305","5072",142,2.642,NA,NA,135.44
"306","5072",143,3.177,NA,NA,138.617
"307","5072",144,2.507,NA,NA,141.124
"308","5072",145,2.807,NA,NA,143.931
"309","5072",146,1.929,83,83,145.86
"310","5072",147,3.205,NA,NA,149.065
"311","5072",148,2.34,NA,NA,151.405
"312","5072",149,2.546,NA,NA,153.951
"313","5072",150,2.959,NA,NA,156.91
"314","5072",151,1.828,NA,NA,158.738
"315","5072",152,2.954,NA,NA,161.692
"316","5072",153,2.544,93,93,164.236
"317","5072",154,3.401,NA,NA,167.637
"318","5072",155,2.023,NA,NA,169.66
"319","5072",156,2.607,NA,NA,172.267
"320","5072",157,2.41,NA,NA,174.677
"321","5072",158,1.897,NA,NA,176.574
"322","5072",159,2.842,NA,NA,179.416
"323","5072",160,2.646,96,96,182.062
"324","5072",161,3.189,NA,NA,185.251
"325","5072",162,2.391,NA,NA,187.642
"326","5072",163,2.259,NA,NA,189.901
"327","5072",164,2.74,NA,NA,192.641
"328","5072",165,2.41,NA,NA,195.051
"329","5072",166,1.885,NA,NA,196.936
"330","5072",167,2.601,104,104,199.537
"331","5072",168,3.828,NA,NA,203.365
"332","5072",169,2.788,NA,NA,206.153
"333","5072",170,2.46,NA,NA,208.613
"334","5072",171,3.044,NA,NA,211.657
"335","5072",172,3.134,NA,NA,214.791
"336","5072",173,2.331,NA,NA,217.122
"337","5072",174,2.894,110,110,220.016
"338","5072",175,2.925,NA,NA,222.941
"339","5072",176,2.913,NA,NA,225.854
"340","5072",177,3.574,NA,NA,229.428
"341","5072",178,2.604,NA,NA,232.032
"342","5072",179,1.993,NA,NA,234.025
"343","5072",180,1.799,NA,NA,235.824
"344","5072",181,3.044,116,116,238.868
"345","5072",182,3.099,NA,NA,241.967
"346","5072",183,2.519,NA,NA,244.486
"347","5072",184,2.668,NA,NA,247.154
"348","5072",185,2.147,NA,NA,249.301
"349","5072",186,3.313,NA,NA,252.614
"350","5072",187,2.01,NA,NA,254.624
"351","5072",188,0.923,123,123,255.547
"352","5072",189,1.047,NA,NA,256.594
"353","5072",190,1.603,NA,NA,258.197
"354","5072",191,2.765,NA,NA,260.962
"355","5072",192,3.081,NA,NA,264.043
"356","5072",193,2.92,NA,NA,266.963
"357","5072",194,2.74,NA,NA,269.703
"358","5072",195,3.052,128,128,272.755
"359","5072",196,2.19,NA,NA,274.945
"360","5073",69,1.6,20,20,1.6
"361","5073",70,2.176,NA,NA,3.776
"362","5073",71,2.216,NA,NA,5.992
"363","5073",72,2.322,NA,NA,8.314
"364","5073",73,1.89,NA,NA,10.204
"365","5073",74,1.809,NA,NA,12.013
"366","5073",75,2.488,NA,NA,14.501
"367","5073",76,3.073,24,24,17.574
"368","5073",77,1.987,NA,NA,19.561
"369","5073",78,2.222,NA,NA,21.783
"370","5073",79,2.012,NA,NA,23.795
"371","5073",80,2.512,NA,NA,26.307
"372","5073",81,2.386,NA,NA,28.693
"373","5073",82,2.467,NA,NA,31.16
"374","5073",83,2.493,29,29,33.653
"375","5073",84,2.062,NA,NA,35.715
"376","5073",85,2.49,NA,NA,38.205
"377","5073",86,2.456,NA,NA,40.661
"378","5073",87,2.165,NA,NA,42.826
"379","5073",88,1.765,NA,NA,44.591
"380","5073",89,2.947,NA,NA,47.538
"381","5073",90,2.868,33,33,50.406
"382","5073",91,2.759,NA,NA,53.165
"383","5073",92,2.511,NA,NA,55.676
"384","5073",93,2.393,NA,NA,58.069
"385","5073",94,2.721,NA,NA,60.79
"386","5073",95,2.637,NA,NA,63.427
"387","5073",96,2.427,NA,NA,65.854
"388","5073",97,2.528,38,38,68.382
"389","5073",98,2.848,NA,NA,71.23
"390","5073",99,3.443,NA,NA,74.673
"391","5073",100,2.408,NA,NA,77.081
"392","5073",101,2.577,NA,NA,79.658
"393","5073",102,2.896,NA,NA,82.554
"394","5073",103,2.322,NA,NA,84.876
"395","5073",104,3.457,43,43,88.333
"396","5073",105,3.076,NA,NA,91.409
"397","5073",106,2.671,NA,NA,94.08
"398","5073",107,2.448,NA,NA,96.528
"399","5073",108,3.447,NA,NA,99.975
"400","5073",109,2.099,NA,NA,102.074
"401","5073",110,2.732,NA,NA,104.806
"402","5073",111,3.113,42,42,107.919
"403","5073",112,2.903,NA,NA,110.822
"404","5073",113,2.589,NA,NA,113.411
"405","5073",114,4.268,NA,NA,117.679
"406","5073",115,2.963,NA,NA,120.642
"407","5073",116,2.743,NA,NA,123.385
"408","5073",117,3.067,NA,NA,126.452
"409","5073",118,1.43,46,46,127.882
"410","5073",119,1.859,NA,NA,129.741
"411","5073",120,1.36,NA,NA,131.101
"412","5073",121,1.292,NA,NA,132.393
"413","5073",122,1.153,NA,NA,133.546
"414","5073",123,1.699,NA,NA,135.245
"415","5073",124,2.346,NA,NA,137.591
"416","5073",125,2.205,52,52,139.796
"417","5073",126,1.279,NA,NA,141.075
"418","5073",127,1.727,NA,NA,142.802
"419","5073",128,1.738,NA,NA,144.54
"420","5073",129,1.471,NA,NA,146.011
"421","5073",130,1.673,NA,NA,147.684
"422","5073",131,1.942,NA,NA,149.626
"423","5073",132,1.329,NA,NA,150.955
"424","5073",133,1.189,56,56,152.144
"425","5073",134,2.187,NA,NA,154.331
"426","5073",135,1.755,NA,NA,156.086
"427","5073",136,1.929,NA,NA,158.015
"428","5073",137,1.573,NA,NA,159.588
"429","5073",138,2.155,NA,NA,161.743
"430","5073",139,1.786,NA,NA,163.529
"431","5073",140,2.048,62,62,165.577
"432","5073",141,2.201,NA,NA,167.778
"433","5073",142,1.621,NA,NA,169.399
"434","5073",143,1.57,NA,NA,170.969
"435","5073",144,2.118,NA,NA,173.087
"436","5073",145,1.774,NA,NA,174.861
"437","5073",146,1.754,65,65,176.615
"438","5073",147,0.523,NA,NA,177.138
"439","5073",148,1.228,NA,NA,178.366
"440","5073",149,1.297,NA,NA,179.663
"441","5073",150,2.192,NA,NA,181.855
"442","5073",151,1.784,NA,NA,183.639
"443","5073",152,2.492,NA,NA,186.131
"444","5073",153,2.337,72,72,188.468
"445","5073",154,2.559,NA,NA,191.027
"446","5073",155,2.566,NA,NA,193.593
"447","5073",156,2.107,NA,NA,195.7
"448","5073",157,2.363,NA,NA,198.063
"449","5073",158,2.417,NA,NA,200.48
"450","5073",159,1.831,NA,NA,202.311
"451","5073",160,1.875,78,78,204.186
"452","5073",161,2.561,NA,NA,206.747
"453","5073",162,2.185,NA,NA,208.932
"454","5073",163,2.668,NA,NA,211.6
"455","5073",164,2.098,NA,NA,213.698
"456","5073",165,2.069,NA,NA,215.767
"457","5073",166,2.202,NA,NA,217.969
"458","5073",167,1.927,83,83,219.896
"459","5073",168,2.461,NA,NA,222.357
"460","5073",169,2.969,NA,NA,225.326
"461","5073",170,1.853,NA,NA,227.179
"462","5073",171,3.288,NA,NA,230.467
"463","5073",172,2.065,NA,NA,232.532
"464","5073",173,3.301,NA,NA,235.833
"465","5073",174,3.002,92,92,238.835
"466","5073",175,1.279,NA,NA,240.114
"467","5073",176,2.403,NA,NA,242.517
"468","5073",177,2.327,NA,NA,244.844
"469","5073",178,2.374,NA,NA,247.218
"470","5073",179,1.505,NA,NA,248.723
"471","5073",180,2.245,NA,NA,250.968
"472","5073",181,2.393,98,98,253.361
"473","5073",182,2.847,NA,NA,256.208
"474","5073",183,2.62,NA,NA,258.828
"475","5073",184,1.974,NA,NA,260.802
"476","5073",185,3.13,NA,NA,263.932
"477","5073",186,2.381,NA,NA,266.313
"478","5073",187,3.323,NA,NA,269.636
"479","5073",188,3.147,106,106,272.783
"480","5073",189,3.629,NA,NA,276.412
"481","5073",190,2.92,NA,NA,279.332
"482","5073",191,3.503,NA,NA,282.835
"483","5073",192,3.37,NA,NA,286.205
"484","5073",193,3.854,NA,NA,290.059
"485","5073",194,3.271,NA,NA,293.33
"486","5073",195,2.562,114,114,295.892
"487","5073",196,4.107,NA,NA,299.999
"488","5073",197,2.247,NA,NA,302.246
"489","5073",198,4.522,NA,NA,306.768
"490","5073",199,2.958,NA,NA,309.726
"491","5073",200,3.59,NA,NA,313.316
"492","5073",201,3.1,NA,NA,316.416
"493","5073",202,3.803,125,125,320.219
"494","5073",203,2.921,NA,NA,323.14
"495","5073",204,2.739,NA,NA,325.879
"496","5073",205,3.771,NA,NA,329.65
"497","5073",206,3.067,NA,NA,332.717
"498","5073",207,3.111,NA,NA,335.828
"499","5073",208,4.124,NA,NA,339.952
"500","5073",209,2.748,131,131,342.7
"501","5073",210,3.695,NA,NA,346.395
"502","5073",211,1.459,NA,NA,347.854
"503","5144",67,2.975,29,29,2.975
"504","5144",68,2.392,NA,NA,5.367
"505","5144",69,3.549,NA,NA,8.916
"506","5144",70,2.98,NA,NA,11.896
"507","5144",71,1.409,NA,NA,13.305
"508","5144",72,2.128,NA,NA,15.433
"509","5144",73,2.678,NA,NA,18.111
"510","5144",74,2.5,31,31,20.611
"511","5144",75,3.219,NA,NA,23.83
"512","5144",76,2.933,NA,NA,26.763
"513","5144",77,1.671,NA,NA,28.434
"514","5144",78,4.264,NA,NA,32.698
"515","5144",79,3.748,NA,NA,36.446
"516","5144",80,2.581,NA,NA,39.027
"517","5144",81,2.757,37,37,41.784
"518","5144",82,3.153,NA,NA,44.937
"519","5144",83,2.706,NA,NA,47.643
"520","5144",84,2.421,NA,NA,50.064
"521","5144",85,2.824,NA,NA,52.888
"522","5144",86,3.75,NA,NA,56.638
"523","5144",87,0.912,NA,NA,57.55
"524","5144",88,4.911,NA,NA,62.461
"525","5144",89,3.168,NA,NA,65.629
"526","5144",90,4.507,NA,NA,70.136
"527","5144",91,3.13,NA,NA,73.266
"528","5144",92,3.186,NA,NA,76.452
"529","5144",93,3.483,NA,NA,79.935
"530","5144",94,3.324,NA,NA,83.259
"531","5144",95,2.707,NA,NA,85.966
"532","5144",96,3.194,NA,NA,89.16
"533","5144",97,2.205,NA,NA,91.365
"534","5144",98,4.252,NA,NA,95.617
"535","5144",99,2.403,NA,NA,98.02
"536","5144",100,2.619,NA,NA,100.639
"537","5144",101,3.442,NA,NA,104.081
"538","5144",102,3.258,50,50,107.339
"539","5144",103,3.75,NA,NA,111.089
"540","5144",104,3.431,NA,NA,114.52
"541","5144",105,2.614,NA,NA,117.134
"542","5144",106,2.213,NA,NA,119.347
"543","5144",107,3.771,NA,NA,123.118
"544","5144",108,2.77,NA,NA,125.888
"545","5144",109,2.508,50,50,128.396
"546","5144",110,3.755,NA,NA,132.151
"547","5144",111,2.207,NA,NA,134.358
"548","5144",112,3.595,NA,NA,137.953
"549","5144",113,3.585,NA,NA,141.538
"550","5144",114,2.669,NA,NA,144.207
"551","5144",115,2.926,NA,NA,147.133
"552","5144",116,1.486,53,53,148.619
"553","5144",117,1.612,NA,NA,150.231
"554","5144",118,1.493,NA,NA,151.724
"555","5144",119,1.504,NA,NA,153.228
"556","5144",120,1.359,NA,NA,154.587
"557","5144",121,1.859,NA,NA,156.446
"558","5144",122,1.661,NA,NA,158.107
"559","5144",123,1.22,57,57,159.327
"560","5144",124,1.567,NA,NA,160.894
"561","5144",125,1.91,NA,NA,162.804
"562","5144",126,1.912,NA,NA,164.716
"563","5144",127,1.893,NA,NA,166.609
"564","5144",128,1.402,NA,NA,168.011
"565","5144",129,1.752,NA,NA,169.763
"566","5144",130,1.921,NA,NA,171.684
"567","5144",131,2.225,63,63,173.909
"568","5144",132,1.68,NA,NA,175.589
"569","5144",133,2.031,NA,NA,177.62
"570","5144",134,1.669,NA,NA,179.289
"571","5144",135,1.905,NA,NA,181.194
"572","5144",136,2.36,NA,NA,183.554
"573","5144",137,2.291,NA,NA,185.845
"574","5144",138,2.407,70,70,188.252
"575","5144",139,1.646,NA,NA,189.898
"576","5144",140,1.178,NA,NA,191.076
"577","5144",141,1.775,NA,NA,192.851
"578","5144",142,1.616,NA,NA,194.467
"579","5144",143,1.38,NA,NA,195.847
"580","5144",144,1.27,72,72,197.117
"581","5144",145,1.11,NA,NA,198.227
"582","5144",146,2.209,NA,NA,200.436
"583","5144",147,1.452,NA,NA,201.888
"584","5144",148,0.25,NA,NA,202.138
"585","5144",149,1.087,NA,NA,203.225
"586","5144",150,0.77,NA,NA,203.995
"587","5144",151,2.512,71,71,206.507
"588","5144",152,0.529,NA,NA,207.036
"589","5144",153,1.075,NA,NA,208.111
"590","5144",154,0.733,NA,NA,208.844
"591","5144",155,1.678,NA,NA,210.522
"592","5144",156,2.576,NA,NA,213.098
"593","5144",157,2.425,NA,NA,215.523
"594","5144",158,2.719,79,79,218.242
"595","5144",159,2.225,NA,NA,220.467
"596","5144",160,2.278,NA,NA,222.745
"597","5144",161,2.601,NA,NA,225.346
"598","5144",162,3.481,NA,NA,228.827
"599","5144",163,2.607,NA,NA,231.434
"600","5144",164,2.172,NA,NA,233.606
"601","5144",165,2.755,87,87,236.361
"602","5144",166,3.32,NA,NA,239.681
"603","5144",167,2.918,NA,NA,242.599
"604","5144",168,2.778,NA,NA,245.377
"605","5144",169,2.889,NA,NA,248.266
"606","5144",170,3.419,NA,NA,251.685
"607","5144",171,2.356,NA,NA,254.041
"608","5144",172,2.523,98,98,256.564
"609","5144",173,3.319,NA,NA,259.883
"610","5144",174,2.656,NA,NA,262.539
"611","5144",175,2.989,NA,NA,265.528
"612","5144",176,2.683,NA,NA,268.211
"613","5144",177,1.047,NA,NA,269.258
"614","5144",178,2.101,NA,NA,271.359
"615","5144",179,1.756,102,102,273.115
"616","5144",180,3.795,NA,NA,276.91
"617","5144",181,2.418,NA,NA,279.328
"618","5144",182,2.452,NA,NA,281.78
"619","5146",67,1.909,19,19,1.909
"620","5146",68,1.076,NA,NA,2.985
"621","5146",69,1.125,NA,NA,4.11
"622","5146",70,1.865,NA,NA,5.975
"623","5146",71,1.868,NA,NA,7.843
"624","5146",72,1.648,NA,NA,9.491
"625","5146",73,1.905,NA,NA,11.396
"626","5146",74,1.096,22,22,12.492
"627","5146",75,1.862,NA,NA,14.354
"628","5146",76,1.924,NA,NA,16.278
"629","5146",77,2.409,NA,NA,18.687
"630","5146",78,2.54,NA,NA,21.227
"631","5146",79,2.301,NA,NA,23.528
"632","5146",80,2.063,NA,NA,25.591
"633","5146",81,2.173,28,28,27.764
"634","5146",82,2.252,NA,NA,30.016
"635","5146",83,2.4,NA,NA,32.416
"636","5146",84,1.976,NA,NA,34.392
"637","5146",85,2.216,NA,NA,36.608
"638","5146",86,2.447,NA,NA,39.055
"639","5146",87,2.42,NA,NA,41.475
"640","5146",88,1.916,34,34,43.391
"641","5146",89,2.372,NA,NA,45.763
"642","5146",90,1.974,NA,NA,47.737
